reviewerId,placeId,user_rating
0,0,5
1,0,5
2,0,5
3,0,5
4,1,5
5,1,5
6,1,5
7,2,5
8,2,5
9,3,5
10,3,4
11,3,5
12,3,5
13,3,5
14,3,5
15,3,5
16,3,5
17,3,4
18,3,3
19,3,5
20,3,5
21,3,5
22,3,4
23,3,5
24,3,5
25,3,5
26,3,5
27,3,5
28,3,5
29,3,5
30,3,4
31,3,1
32,3,5
33,3,5
34,3,5
35,3,5
36,3,5
37,3,4
38,3,5
39,3,4
40,3,3
41,3,5
42,3,5
43,3,5
44,3,4
45,3,4
46,3,5
47,3,5
48,3,5
49,3,4
50,3,5
51,3,3
52,3,5
53,3,4
54,3,5
55,3,4
56,3,5
57,3,4
58,3,4
59,3,4
60,3,4
61,3,5
62,3,5
63,3,5
64,3,5
65,3,5
66,3,5
67,3,5
68,3,5
69,3,5
70,3,5
71,3,4
72,3,4
73,3,4
74,3,5
75,3,5
76,4,5
77,5,5
78,5,5
79,6,1
80,6,3
81,6,4
82,6,2
83,6,5
84,6,5
85,6,2
86,6,5
87,6,2
88,6,3
89,6,5
90,6,5
91,6,5
92,6,5
93,6,1
94,6,1
95,6,5
96,6,5
97,6,5
98,6,4
99,6,3
100,6,4
101,6,3
102,6,4
103,6,5
104,6,1
105,6,1
106,6,4
107,6,5
108,6,4
109,6,4
110,6,4
111,6,3
112,6,5
113,6,5
114,6,1
115,6,5
116,6,3
117,6,4
118,6,1
119,6,5
120,6,5
121,6,5
122,6,4
123,6,5
124,6,4
125,6,3
126,6,2
127,6,3
128,6,5
129,6,2
130,6,1
131,6,5
132,6,5
133,6,5
134,6,3
135,6,5
136,6,5
137,6,3
138,6,5
139,6,5
140,6,5
141,6,2
142,6,1
143,6,3
144,6,5
145,6,5
146,6,4
147,6,5
148,6,3
149,6,1
150,6,4
151,6,1
152,6,2
153,6,4
154,6,3
155,6,3
156,6,5
157,6,3
158,6,5
159,6,5
160,6,3
161,6,4
162,6,5
163,6,5
164,6,5
165,6,5
166,6,4
167,6,5
168,6,4
169,6,3
170,6,5
171,6,5
172,6,3
173,6,5
174,6,3
175,6,5
176,6,5
177,6,5
178,6,2
179,6,5
180,6,4
181,6,5
182,6,3
183,6,5
184,6,5
185,6,5
186,6,5
187,6,5
188,6,5
189,6,3
190,6,3
191,7,4
192,8,5
193,9,5
194,9,1
195,9,5
196,9,4
197,9,1
198,9,3
199,9,5
200,9,3
201,9,5
202,9,1
203,9,5
204,9,4
205,9,5
206,9,5
207,9,5
208,9,4
209,9,5
210,9,4
211,9,1
212,9,5
213,9,5
214,9,5
215,9,5
216,9,4
217,9,2
218,9,5
219,9,3
220,9,2
221,9,1
222,9,4
223,9,5
224,9,2
225,9,1
226,9,5
227,9,4
228,9,2
229,9,5
230,9,4
231,9,3
232,9,5
233,9,5
234,9,2
235,9,5
236,9,1
237,9,5
238,9,5
239,9,5
240,9,4
241,9,2
242,9,5
243,9,1
244,9,1
245,9,5
246,9,5
247,9,5
248,9,5
249,9,5
250,9,5
251,9,4
252,9,5
253,9,5
254,9,5
255,9,4
256,9,3
257,9,5
258,9,1
259,9,5
260,9,5
261,9,1
262,9,5
263,9,5
264,9,2
265,9,5
266,9,5
267,9,3
268,9,5
269,9,4
270,9,4
271,9,5
272,9,4
273,9,5
274,9,5
275,9,1
276,9,5
277,9,5
278,9,1
279,9,5
280,9,5
281,9,2
282,9,5
283,9,5
284,9,2
285,9,5
286,9,1
287,9,1
288,9,4
289,9,5
290,9,5
291,9,3
292,9,5
293,9,5
294,9,5
295,9,1
296,9,5
297,9,1
298,9,1
299,9,2
300,9,3
301,9,5
302,9,5
303,9,5
304,9,2
305,9,5
306,9,5
307,9,5
308,9,4
309,9,5
310,9,3
311,9,1
312,9,5
313,9,4
314,9,5
315,9,4
316,9,5
317,9,4
318,9,5
319,9,4
320,9,5
321,9,1
322,9,5
323,9,3
324,9,3
325,9,4
326,9,5
327,9,5
328,9,5
329,9,5
330,9,4
331,9,5
332,9,5
333,9,5
334,9,4
335,9,5
336,9,3
337,9,5
338,9,5
339,9,5
340,9,5
341,9,5
342,9,4
343,9,5
344,9,5
345,9,5
346,9,5
347,9,5
348,9,4
349,9,5
350,9,5
351,9,5
352,9,3
353,9,5
354,9,4
355,9,5
356,9,3
357,9,5
358,9,5
359,9,5
360,9,5
361,9,5
362,9,5
363,9,5
364,9,5
365,9,4
366,9,5
367,9,5
368,9,5
369,9,5
370,9,5
371,9,5
372,9,5
373,9,5
374,9,5
375,9,5
376,9,4
377,9,5
378,9,5
379,9,5
380,9,5
381,9,5
382,9,4
383,9,4
384,9,5
385,9,5
386,9,5
387,9,5
388,9,5
389,9,1
390,9,5
391,9,5
392,9,5
393,9,5
394,9,4
395,9,3
396,9,3
397,9,5
398,9,3
399,9,5
400,9,5
401,9,5
402,9,4
403,9,5
404,9,4
405,9,5
406,9,3
407,9,3
408,9,5
409,9,5
410,9,4
411,9,3
412,9,3
413,9,5
414,9,4
415,9,4
416,9,4
417,9,5
418,9,5
77,10,5
419,10,5
420,10,5
421,10,5
422,10,5
423,10,5
424,10,5
425,10,5
426,11,5
427,11,4
428,11,5
231,11,3
429,11,5
430,11,1
431,11,5
432,11,5
433,11,5
49,11,5
434,11,4
435,11,5
436,12,4
437,12,5
438,12,5
439,12,5
440,12,5
441,12,5
442,12,5
443,12,4
444,12,5
445,13,5
446,13,5
447,13,4
448,13,5
449,13,4
450,13,5
451,14,4
452,14,1
453,14,5
454,14,5
442,14,4
455,14,5
456,14,5
269,14,5
457,14,1
458,14,4
459,15,5
460,15,1
461,15,5
462,15,5
463,15,5
464,15,2
465,15,5
466,15,3
467,15,3
468,15,5
469,15,3
470,15,5
471,15,5
472,15,5
473,15,3
474,15,4
475,16,1
476,16,5
477,16,1
478,16,5
479,16,3
480,16,4
481,16,5
115,16,3
482,16,5
483,16,5
484,16,4
485,16,5
486,16,5
487,16,5
488,16,1
489,16,5
490,16,5
491,16,4
492,16,4
493,16,3
494,16,3
495,16,5
496,16,5
497,16,5
498,16,5
499,16,5
500,16,5
501,16,5
502,16,1
503,16,4
504,16,5
505,16,5
506,16,4
507,16,5
508,16,3
509,16,5
510,16,5
511,16,4
512,16,5
513,16,5
514,17,5
515,17,5
516,17,5
517,17,5
518,17,5
511,17,5
519,18,5
77,18,5
520,18,5
521,18,1
522,18,5
523,18,5
524,18,4
525,18,4
526,18,5
367,18,5
527,18,1
528,18,5
529,18,5
530,18,5
531,18,3
532,18,3
533,18,4
534,18,3
535,19,5
536,19,5
537,19,5
538,19,5
539,19,3
540,19,5
541,19,5
542,19,5
543,19,5
544,20,5
545,20,5
546,20,5
481,20,5
547,20,4
548,20,5
549,20,5
550,20,5
551,20,5
552,20,5
553,20,5
554,20,3
555,20,5
556,20,5
557,20,5
558,20,5
474,20,5
559,20,5
560,20,4
561,20,5
562,20,5
563,20,5
564,20,5
565,20,5
566,20,5
456,20,5
567,20,5
568,20,4
569,20,5
570,20,4
571,21,5
572,22,5
573,22,5
574,22,5
575,22,5
576,22,5
577,22,5
578,22,5
579,23,5
580,23,4
581,23,3
582,23,5
583,23,5
584,23,4
585,23,4
586,23,5
587,23,5
588,23,5
493,24,3
589,24,5
590,24,1
270,24,3
591,24,5
592,24,5
593,24,3
594,24,5
595,24,5
596,24,5
597,24,5
598,24,5
599,24,5
600,24,3
601,24,5
602,24,5
603,24,5
604,24,3
605,24,5
606,24,5
607,24,4
608,24,5
609,24,2
610,24,4
611,24,5
612,24,3
613,24,4
614,24,3
178,24,1
615,24,5
616,24,5
617,24,5
618,24,3
619,24,5
620,25,5
621,25,5
622,26,5
623,26,5
624,26,5
625,26,3
626,26,1
627,26,4
628,26,5
629,26,5
630,26,5
631,26,4
632,26,3
633,26,5
493,26,3
634,26,5
635,26,4
636,26,4
637,26,5
638,26,5
621,26,5
639,26,5
640,26,5
77,26,5
641,26,4
642,26,5
643,26,3
644,26,5
645,26,4
646,26,5
647,26,5
648,26,5
649,26,5
650,26,3
651,26,4
175,26,5
652,26,5
653,26,5
654,26,5
655,26,4
656,26,5
657,26,5
658,26,5
659,26,5
660,26,5
661,26,5
170,26,4
662,26,5
663,26,5
664,26,5
665,26,5
666,26,5
667,26,4
668,27,5
669,27,5
670,27,5
671,27,5
672,27,5
673,27,5
674,27,5
675,27,3
676,27,5
600,27,4
677,27,5
678,27,5
679,27,5
680,27,5
533,27,5
681,27,5
682,28,5
683,28,5
684,28,5
6,29,5
685,29,3
686,29,5
687,29,5
688,29,4
689,29,4
690,29,5
465,29,5
691,29,5
692,29,5
693,29,5
694,29,5
695,29,4
696,29,5
697,29,5
584,29,4
698,29,5
699,29,5
700,29,5
2,29,5
701,29,4
622,29,5
702,29,5
703,29,4
704,29,3
705,29,5
706,30,5
707,30,5
708,30,5
709,30,5
710,30,4
711,30,4
712,30,5
560,30,3
713,30,5
714,30,5
523,30,5
715,30,5
716,30,5
717,30,5
718,30,4
719,30,5
720,30,5
721,30,5
722,30,3
555,30,5
723,30,4
724,30,5
539,30,5
725,30,5
726,30,5
727,30,5
728,30,5
690,30,4
729,30,5
730,30,4
731,30,5
732,30,4
733,30,5
734,30,5
735,30,5
736,30,4
737,30,5
738,30,4
739,30,1
740,30,4
741,30,5
742,30,5
743,30,5
744,30,5
745,30,5
746,30,5
747,30,4
748,30,4
749,30,5
750,30,4
751,30,5
752,30,4
753,30,5
176,30,5
754,30,5
553,30,5
755,30,5
586,30,5
756,30,5
757,30,5
758,30,4
759,30,4
760,30,4
761,30,5
762,30,5
763,30,4
764,30,5
765,30,3
766,30,4
767,30,5
768,30,5
769,30,5
770,30,5
771,30,5
772,30,5
773,30,5
774,30,4
775,30,5
776,30,5
529,30,4
682,30,4
172,30,5
777,30,5
778,30,5
779,30,5
780,30,5
781,30,5
782,30,3
783,30,4
784,30,5
785,30,5
786,30,5
787,30,3
788,30,5
789,30,5
790,30,4
791,30,2
792,30,4
793,30,5
794,30,5
795,30,5
796,30,4
797,30,5
798,30,5
799,30,5
800,30,5
801,30,5
802,30,5
803,30,5
804,30,5
805,30,4
806,30,5
807,30,5
808,30,5
809,30,5
810,30,3
811,30,5
812,30,5
813,30,3
814,30,3
815,30,3
816,30,5
817,30,5
818,30,5
819,30,5
820,30,5
821,30,5
822,30,5
823,30,5
824,30,4
825,30,4
826,30,5
827,30,5
828,30,5
829,30,3
830,30,5
831,30,5
832,30,5
833,30,5
834,30,4
835,30,5
836,30,5
837,30,5
838,30,4
6,30,5
839,30,4
840,30,5
55,30,5
841,30,5
842,30,4
843,30,5
844,30,5
845,30,5
846,30,5
847,30,3
848,30,5
849,30,5
522,30,5
645,30,4
850,30,5
851,30,3
852,30,5
853,30,4
854,30,5
855,30,5
856,30,5
857,30,5
858,30,5
859,30,5
860,30,5
861,30,1
862,30,4
77,30,5
863,30,5
864,30,3
865,30,5
866,30,5
867,30,5
563,30,5
868,30,5
869,30,5
870,30,5
871,30,5
872,30,4
873,30,5
874,30,5
654,30,5
875,30,5
158,30,5
876,30,5
877,30,3
878,30,5
879,30,5
880,30,5
881,30,5
882,30,4
883,30,2
884,30,5
686,30,5
885,30,5
886,30,5
887,30,5
360,30,5
888,30,5
889,30,4
890,30,5
891,30,4
892,30,5
893,30,4
894,30,5
895,30,5
190,30,3
896,30,4
897,30,5
898,30,3
899,30,5
900,30,4
901,30,5
902,30,4
903,30,5
904,30,5
905,30,4
906,30,5
907,30,3
908,30,5
909,30,4
910,30,5
911,30,5
912,30,5
913,30,5
703,30,4
914,30,5
915,30,5
700,30,3
916,30,5
917,30,5
918,30,3
697,30,5
919,30,5
920,30,5
921,30,4
519,30,5
922,30,5
923,30,5
924,30,5
925,30,5
926,30,5
702,30,5
927,30,4
928,30,4
929,30,1
484,30,3
930,30,5
931,30,4
666,30,5
932,30,5
933,30,5
934,30,5
334,30,4
676,30,5
935,30,1
936,30,5
937,30,5
938,30,5
939,30,4
940,30,5
941,30,5
28,30,5
942,30,3
943,30,3
944,30,5
945,30,4
946,30,5
947,30,5
948,30,5
949,30,5
950,30,5
951,30,5
952,30,5
953,30,5
954,30,5
955,30,3
956,30,5
957,30,5
958,30,5
959,30,5
960,30,4
463,30,4
961,30,5
562,30,5
962,30,5
963,30,4
964,30,5
965,30,5
966,30,5
967,30,4
968,30,5
328,30,5
568,30,3
969,30,5
970,30,5
971,30,5
972,30,5
973,30,5
974,30,5
975,30,5
976,30,5
977,30,5
978,30,5
979,30,5
980,30,5
981,30,5
982,30,5
983,30,5
984,30,1
985,30,5
986,30,2
987,30,5
988,30,5
989,30,5
990,30,2
991,30,5
992,30,5
993,30,4
994,30,5
995,30,5
996,30,5
997,30,5
998,30,5
999,30,5
303,30,5
1000,30,4
1001,30,5
1002,30,5
564,30,4
1003,30,5
1004,30,5
1005,30,4
1006,30,4
1007,30,5
1008,30,5
544,30,5
1009,30,5
1010,30,5
1011,30,5
1012,30,5
1013,30,5
1014,30,5
1015,30,3
1016,30,5
1017,30,5
1018,31,5
487,31,5
1019,31,1
1020,31,1
138,31,5
1021,31,5
788,31,5
1022,31,3
170,31,1
1023,31,2
1024,31,4
1025,31,5
1026,31,3
1027,31,4
1028,31,1
1029,31,1
862,31,3
1030,31,5
87,31,4
522,31,5
1031,31,5
1032,31,5
1033,31,5
1034,31,5
1035,31,5
1036,31,5
1037,31,5
1038,31,5
1039,31,4
127,31,3
1040,31,5
519,31,5
1041,31,5
1042,31,5
1043,31,4
1044,31,3
1045,31,4
1046,31,5
1047,31,5
1048,31,3
1049,31,3
621,31,5
1050,31,5
1051,31,5
1052,31,5
1053,31,5
6,31,5
1054,31,5
1055,31,3
134,31,4
1056,31,5
1057,31,5
1058,31,5
858,31,5
1059,31,5
1060,31,5
1061,31,3
1062,31,3
810,31,2
1063,31,3
1064,31,4
1065,31,5
1066,31,4
119,31,5
1067,31,5
1068,31,5
1069,31,5
1070,31,4
1071,31,5
1072,31,5
1073,31,4
1074,31,5
969,31,5
1075,31,5
1076,31,4
1077,31,5
1078,31,3
1079,31,3
106,31,5
175,31,5
1080,31,5
1081,31,5
1082,31,5
1083,31,4
1084,31,3
1085,31,5
1086,31,2
1087,31,1
1088,31,5
1089,31,4
1090,31,4
1091,31,4
1092,31,5
1093,31,2
755,31,3
520,31,5
1094,31,5
1095,31,4
456,31,4
1096,31,5
1097,31,4
1098,31,4
1099,31,1
1100,31,4
976,31,5
1101,31,5
1102,31,5
1103,31,5
1104,31,2
1105,31,5
1106,31,5
516,31,5
1107,31,3
1108,31,5
1109,31,5
1110,31,5
1111,31,5
1112,31,5
1113,31,3
1114,31,4
1115,31,4
1116,31,5
1117,31,5
1118,31,5
1119,31,5
1120,31,3
1121,31,5
1122,31,5
1123,31,5
1124,31,2
1125,31,5
1126,32,5
1127,32,5
644,32,5
77,32,5
1128,32,5
1129,32,4
682,32,5
654,32,5
1130,33,3
426,33,5
1131,33,5
1117,33,4
1132,33,5
1133,33,5
1134,33,1
449,33,4
1135,33,2
1136,33,5
1137,33,1
92,33,5
1138,33,5
1139,33,5
579,33,5
1140,33,5
1141,33,5
1142,33,5
1143,33,5
1144,33,5
77,34,5
469,34,3
1145,34,5
1146,34,5
795,34,5
1147,34,5
1148,34,4
1149,34,5
1150,34,5
1151,34,1
1152,34,5
1153,34,5
1154,34,5
1155,34,4
1156,34,5
1157,34,4
1158,34,5
1159,34,4
1160,34,4
1161,34,4
1162,34,5
474,34,5
456,34,3
994,34,5
1163,34,5
1099,34,5
1164,34,5
1165,35,5
1166,35,5
1167,35,5
1168,35,5
1169,35,5
1103,35,5
1170,35,5
1171,35,5
1172,35,4
1173,35,5
1174,35,5
1175,35,5
1176,35,5
1177,35,4
1178,35,5
1179,35,5
1180,35,4
1181,35,4
1182,35,3
1183,35,5
1184,35,5
1185,35,1
1186,35,5
1187,35,3
1188,35,3
1189,35,5
1190,35,4
1191,35,2
1192,35,5
1193,35,4
1194,35,5
1195,35,5
1196,35,5
1197,35,5
643,35,3
1198,35,5
1199,35,3
1200,35,5
1201,35,5
1202,35,3
1203,35,5
1204,35,5
1205,35,5
1206,35,5
1207,35,3
1208,35,5
1209,35,5
1210,35,4
1211,35,1
1212,35,5
1213,35,1
1214,35,5
231,35,3
1215,35,4
1216,35,2
1217,35,5
1218,35,2
1219,35,5
1220,35,5
1221,35,5
1222,35,5
1223,35,5
1224,35,5
1225,35,5
1226,35,3
1227,35,5
1228,35,5
1229,35,5
1230,35,4
1231,35,5
1232,35,5
1233,35,3
1234,35,5
60,35,4
1235,35,5
1236,35,4
1237,35,5
1238,35,5
1239,35,4
1240,35,4
1241,35,3
1242,35,3
1243,35,5
1244,35,4
1041,35,5
1245,35,5
1246,35,5
1247,35,5
1248,35,5
1249,35,3
1250,35,5
1251,35,4
1252,35,5
1253,35,5
1254,35,4
1255,35,5
1256,35,5
1257,35,5
1258,35,5
1259,35,3
1260,35,5
1261,35,5
1262,35,4
1263,35,5
1264,35,5
1265,35,5
1266,35,5
1267,35,5
1268,35,5
1269,35,4
1270,35,5
1271,35,5
1272,35,4
1273,35,5
1274,35,5
1275,35,5
1276,35,5
1277,35,5
1278,35,5
1279,35,3
1280,35,5
1281,35,4
1282,35,5
1283,35,5
1284,35,5
1285,35,5
115,35,5
1286,35,5
1287,35,3
1288,35,5
1042,35,5
1289,35,4
1290,35,5
1291,35,1
1292,35,5
1293,35,5
1294,35,5
1295,35,5
1296,35,5
1297,35,3
1298,35,5
1299,35,5
456,35,3
1300,35,5
1128,35,5
360,35,5
1301,35,5
1302,35,5
1303,35,3
1304,35,5
1305,35,5
1306,35,5
1307,35,5
1308,35,5
1309,35,5
1310,35,4
1311,35,5
1312,35,5
1313,35,5
1314,35,5
1315,35,5
1316,35,5
1317,35,5
1318,35,5
1319,35,5
1320,35,5
1321,35,5
1322,35,5
1323,35,5
1324,35,4
1325,35,4
1326,35,5
854,35,5
1327,35,5
1328,35,4
1329,35,5
1330,35,5
1331,35,5
1332,35,5
1333,35,4
1145,35,4
1334,35,5
1335,35,5
1336,35,5
1337,35,5
1338,35,4
1339,35,2
1340,35,5
1341,35,1
1342,35,5
1343,35,5
1344,35,4
563,35,4
1345,35,5
1346,35,5
1347,35,5
1348,35,5
1349,35,4
1350,35,5
1351,35,4
1352,35,5
1353,35,5
1354,35,4
1355,35,5
1356,35,5
1357,35,4
1358,35,5
656,35,5
1359,35,3
1360,35,5
1361,35,5
1362,35,5
1363,36,5
1364,36,5
1365,36,5
1366,36,5
1367,36,5
1368,36,5
1369,36,5
1370,36,5
1371,36,5
1372,36,5
1373,36,5
1374,36,5
1375,36,5
1376,36,5
1377,36,5
1378,36,4
1379,36,3
1380,36,4
746,36,4
1381,36,5
560,36,3
1382,36,5
1383,36,5
1384,36,4
1385,36,5
1386,36,3
650,36,5
1387,36,5
1388,36,5
1389,36,3
1390,36,3
1391,36,5
1392,36,5
1393,36,4
1394,36,5
329,36,4
1395,36,4
702,36,5
1396,36,5
559,36,5
1397,36,4
1398,36,4
1399,36,5
1400,36,5
1401,36,5
1402,36,5
1403,36,5
1404,36,4
1112,36,4
1405,36,5
1406,36,5
1407,36,5
1408,36,5
1409,36,5
1410,36,5
1411,36,5
1412,36,5
481,36,5
1413,36,5
1414,36,3
1415,36,5
1416,36,5
1417,36,5
368,36,5
1418,36,4
1419,36,3
1420,36,5
544,37,5
1421,37,1
1422,37,4
1423,37,5
1424,37,4
1425,37,5
1408,37,5
1426,37,3
1427,37,5
1428,37,5
845,37,4
1429,37,4
1430,37,5
1431,37,5
1432,37,5
1433,37,5
1434,37,5
1435,37,5
1436,37,5
1437,37,5
555,37,5
1438,37,5
1439,37,5
1440,37,4
1441,37,5
1442,37,5
1443,37,4
1444,37,5
1445,37,3
1446,37,5
1447,37,3
1448,37,5
1449,37,4
1450,37,5
1451,37,5
1452,37,5
1453,37,5
1454,37,5
1455,37,4
1456,37,1
1457,37,3
1458,37,5
1459,37,5
1460,37,5
1461,37,5
1462,37,4
1463,37,4
1464,37,3
1465,37,4
1466,37,5
1467,37,3
1468,37,4
1469,37,5
1470,37,5
1471,37,4
1472,37,4
1473,37,4
1474,37,3
1475,37,5
1476,37,3
1074,37,3
1477,37,4
1478,37,5
1479,37,5
1480,37,4
1481,37,4
1482,37,5
1483,37,3
1484,37,5
1305,37,4
89,37,5
1186,37,5
1485,37,3
1486,37,3
1487,37,5
1488,37,3
1489,37,3
788,37,5
1490,37,5
1491,37,5
1492,37,5
1493,37,1
175,37,4
1090,37,4
1494,37,5
1495,37,5
1496,37,3
1497,37,5
1498,37,5
1499,37,3
566,37,5
1500,37,5
1501,38,5
1502,38,5
1503,38,5
1504,38,5
1505,39,3
1506,39,5
1507,39,5
1508,39,3
1509,39,5
1510,39,4
1511,39,4
1512,39,5
1513,39,3
1514,39,5
1515,39,4
231,39,3
872,39,3
1516,39,5
1517,39,5
1518,39,5
1519,39,4
1520,39,5
1521,39,5
1522,39,4
1523,39,4
1524,39,2
1525,39,5
1526,39,5
855,39,5
1527,39,5
1528,39,1
1529,39,5
1530,39,4
1531,39,5
1532,39,1
1533,39,5
1534,39,5
1535,39,5
1536,39,5
1537,39,1
10,39,4
1538,39,5
1539,39,4
1540,39,5
73,39,5
1541,39,4
1542,39,2
1543,39,5
1544,39,5
1545,39,5
1546,39,5
1547,39,4
50,39,2
1548,39,5
49,39,4
1549,39,3
1550,39,5
1551,39,5
1552,39,4
1553,39,5
903,39,5
434,39,4
991,39,5
1554,39,3
1555,39,5
1556,39,5
1557,39,5
1558,39,5
728,39,5
1559,39,5
17,39,3
1560,39,5
1561,39,4
1562,39,5
427,39,4
1563,39,4
